,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,Column name,n25,n26,n27,n28,2M-28,3M-28,n29,2M-29,3M-29,n30,2M-30,3M-30,n31,2M-31,3M-31,n32,2M-32,3M-32,n33,2M-33,3M-33,n34,2M-34,3M-34,n35,2M-35,3M-35,n36,2M-36,3M-36,n37
1,Mean,0.4388317739264847,0.46418379206704063,4.062981653582706,0.639004841270903,0.487476235873072,0.0351866544502837,2.379517920241681,0.06794879701484295,0.17479969330162884,0.5444326283573998,2.9597278432172343,0.08372757376270525,10.28841508528704,0.5862527790926579,2.4023293476874454,2.933383489046777,8.553845698027375,0.43814153107511294,34.693006779464746,0.6609446807549264,5.872599903973216,2.3611079912521045,2.0111126793889054,0.3963358448815141,13.718730825849256,0.09710806182657768,1.3668584533780725,0.3133750128885436,0.08325721603437208,0.05845928343732698,0.8269159295880523
2,Median,0.127723542126107,0.127068715397374,1.31429539261013,0.246168261046722,0.270533506884315,0.0274844308111194,0.830633960277555,0.0509656687338463,0.129256564718076,0.225315373925867,1.24679249234401,0.075295541635536,7.2318497218207,0.31225213466939,2.43755146358661,2.02931349296533,7.04996067950632,0.533566959082722,34.8683721716237,0.609860598001249,8.50343722443971,2.57365552899133,2.22596911253124,0.594525777966073,10.6484660620161,0.0603828068569344,0.60924946536999,0.420559327495368,0.0432744100279234,0.0408016173824135,0.537316251304222
3,STD,0.5605557495251505,0.565961161097189,4.477592560167882,0.5876345670646619,0.5609783223807259,0.022420817765790184,2.3280439351926785,0.05526367600518633,0.1672955249740044,0.483003645014772,3.027112255418341,0.05545221768620353,8.401594861691777,0.4868835232147043,1.3940747745267474,1.4837445564194138,4.504395644600791,0.24921166879294096,7.469401088726975,0.3061602966910236,4.393715042234583,0.8293489492349172,1.0116480899729943,0.31970551536616937,11.542844308071476,0.0727723754506653,1.3377745336176383,0.25695108625995217,0.07545785382011938,0.04353331933784324,0.808295158924616
4,Min value,0.0315233528505293,0.0257389866928478,0.300292196085488,0.0997442801325544,0.0151082080611122,0.0081540726284017,0.354415725170329,0.0151082080611122,0.0258624008653959,0.120507370454553,0.563146481096983,0.0173831096876614,2.70701530026566,0.15455075740418,0.232588481160898,1.16398614862902,3.31676594421115,0.0486503850731206,9.52686615847765,0.114851938061969,0.32164102644501,0.285415487423971,0.169939593586089,0.0142452690214435,0.55568161651255,0.0081540726284017,0.0081540726284017,0.0081540726284017,0.0081540726284017,0.0081540726284017,0.0081540726284017
5,Max value,2.70549858989177,2.06920280932484,15.6834557880101,1.69936122218682,2.14417117963933,0.106064602161143,10.2417567111295,0.319390306485272,0.833990872361079,2.1520054400926,10.144904216558,0.311335662058608,41.9429609346697,1.68568476187372,7.41317114658696,6.12228680009812,22.4047207279928,0.830907093910325,53.9095834206342,1.61363755290877,12.4555908700093,3.64398718140901,3.78266643431454,0.822846496799246,31.5525839109319,0.238456909975539,3.53628115184711,0.937276449448337,0.249318918273012,0.147629580976837,2.53199204595656
